cohort,zone,mean,variance,threshold,empirical_tail,nb_tail,poisson_tail,markov_bound,cantelli_bound,nb_chernoff
weekend_rush,Penn Station/Madison Sq West,126.875,9653.609375,190.3125,0.4375,0.2101098615149084,1.0478535956877002e-07,0.6666666666666666,0.7057802132713265,0.8539524326091775
weekend_rush,Upper West Side South,135.4375,11044.62109375,203.15625,0.4375,0.2098207347153633,3.768819330542826e-08,0.6666666666666666,0.7066092758519669,0.854504628579797
weekend_rush,Greenwich Village North,51.75,2341.6875,77.625,0.4375,0.2266154447188874,0.0006158903677277,0.6666666666666666,0.7776584317937701,0.8972697954573792
weekend_rush,Union Sq,85.625,5610.859375,128.4375,0.4375,0.2202933954669013,1.153479296022395e-05,0.6666666666666666,0.753765864384277,0.8836001505680305
