cohort,zone,dispersion,nb_r,nb_p,nb_chi2_p,nb_mean,nb_var
weekend_rush,Two Bridges/Seward Park,3.684611344537815,1.385209820991881,0.271399044971848,0.987255162627813,3.7187500000000013,13.702148437500007
weekday_offpeak,Roosevelt Island,1.355963975712132,0.6431597023468798,0.7374827192402474,0.9507000040660297,0.22894168466522682,0.3104366769448942
weekend_offpeak,Hudson Sq,8.203005610265285,3.101707275500715,0.12190653615408903,0.9385066046033929,22.3416149068323,183.26839242313184
weekend_offpeak,Washington Heights North,1.3798375537505974,1.488050314465408,0.7247229916897505,0.9250723991811569,0.565217391304348,0.7799081825546859
